scenario,clients,server,method,reqs,fails,avg_delay,min_delay,max_delay,duration,io_ops,io_duration,cpu_ops,cpu_duration,cpu_user,cpu_system,cpu_children_user,cpu_children_system,mem_virt,mem_res,mem_uni
highdelay_lowcpu,160,tornado3,/no-io,671,0(0.00%),14,3,112,521,7978,7163.9,6444,0.9,78.7,9.5,0.0,0.0,1576.6,48.2,39.9
highops_lowdelay_tinycpu,10,asyncio,/no-io,1330,0(0.00%),9,3,57,436,53119,177.7,54434,1.0,120.5,9.9,0.0,0.0,1579.3,41.1,32.2
highops_lowdelay_tinycpu,10,asyncio,/sequential-io,1338,0(0.00%),171,110,301,436,53119,177.7,54434,1.0,120.5,9.9,0.0,0.0,1579.3,41.1,32.2
highops_lowdelay_tinycpu,10,asyncio,/parallel-io,1341,0(0.00%),57,26,155,436,53119,177.7,54434,1.0,120.5,9.9,0.0,0.0,1579.3,41.1,32.2
highops_lowdelay_tinycpu,10,tornado2,/no-io,1298,0(0.00%),10,2,50,440,54320,181.7,55618,1.0,153.4,22.9,0.0,0.0,1556.5,28.6,24.3
highops_lowdelay_tinycpu,10,tornado2,/parallel-io,1345,0(0.00%),69,37,161,440,54320,181.7,55618,1.0,153.4,22.9,0.0,0.0,1556.5,28.6,24.3
highops_lowdelay_tinycpu,10,tornado2,/sequential-io,1366,0(0.00%),186,122,328,440,54320,181.7,55618,1.0,153.4,22.9,0.0,0.0,1556.5,28.6,24.3
highops_lowdelay_tinycpu,10,tornado3,/parallel-io,1300,0(0.00%),68,35,132,442,53200,177.9,54531,1.0,153.2,20.9,0.0,0.0,1559.7,31.3,22.8
highops_lowdelay_tinycpu,10,tornado3,/no-io,1341,0(0.00%),9,2,44,442,53200,177.9,54531,1.0,153.2,20.9,0.0,0.0,1559.7,31.3,22.8
highops_lowdelay_tinycpu,10,tornado3,/sequential-io,1368,0(0.00%),199,132,366,442,53200,177.9,54531,1.0,153.2,20.9,0.0,0.0,1559.7,31.3,22.8
highops_lowdelay_tinycpu,20,asyncio,/parallel-io,1315,0(0.00%),54,27,177,221,53740,179.7,55082,1.0,93.6,8.0,0.0,0.0,1580.5,40.0,31.2
highops_lowdelay_tinycpu,20,asyncio,/no-io,1341,0(0.00%),8,2,55,221,53740,179.7,55082,1.0,93.6,8.0,0.0,0.0,1580.5,40.0,31.2
highops_lowdelay_tinycpu,20,asyncio,/sequential-io,1363,0(0.00%),165,113,384,221,53740,179.7,55082,1.0,93.6,8.0,0.0,0.0,1580.5,40.0,31.2
highops_lowdelay_tinycpu,20,tornado2,/no-io,1316,0(0.00%),7,2,61,224,53396,178.6,54695,1.0,114.7,17.8,0.0,0.0,1556.8,29.7,24.9
highops_lowdelay_tinycpu,20,tornado2,/parallel-io,1317,0(0.00%),65,37,158,224,53396,178.6,54695,1.0,114.7,17.8,0.0,0.0,1556.8,29.7,24.9
highops_lowdelay_tinycpu,20,tornado2,/sequential-io,1386,0(0.00%),203,123,451,224,53396,178.6,54695,1.0,114.7,17.8,0.0,0.0,1556.8,29.7,24.9
highops_lowdelay_tinycpu,20,tornado3,/sequential-io,1300,0(0.00%),220,135,503,224,53085,177.5,54389,1.0,118.8,15.2,0.0,0.0,1559.9,33.6,25.1
highops_lowdelay_tinycpu,20,tornado3,/no-io,1335,0(0.00%),7,2,49,224,53085,177.5,54389,1.0,118.8,15.2,0.0,0.0,1559.9,33.6,25.1
highops_lowdelay_tinycpu,20,tornado3,/parallel-io,1384,0(0.00%),62,37,171,224,53085,177.5,54389,1.0,118.8,15.2,0.0,0.0,1559.9,33.6,25.1
highops_lowdelay_tinycpu,40,asyncio,/sequential-io,1321,0(0.00%),972,129,2889,150,55466,185.5,56871,1.0,95.2,8.4,0.0,0.0,1588.0,42.5,38.6
highops_lowdelay_tinycpu,40,asyncio,/parallel-io,1352,0(0.00%),226,36,900,150,55466,185.5,56871,1.0,95.2,8.4,0.0,0.0,1588.0,42.5,38.6
highops_lowdelay_tinycpu,40,asyncio,/no-io,1366,0(0.00%),26,3,176,150,55466,185.5,56871,1.0,95.2,8.4,0.0,0.0,1588.0,42.5,38.6
highops_lowdelay_tinycpu,40,tornado2,/parallel-io,1323,0(0.00%),139,40,551,145,52902,176.9,54232,1.0,113.0,18.8,0.0,0.0,1559.2,29.1,24.9
highops_lowdelay_tinycpu,40,tornado2,/sequential-io,1339,0(0.00%),919,144,2541,145,52902,176.9,54232,1.0,113.0,18.8,0.0,0.0,1559.2,29.1,24.9
highops_lowdelay_tinycpu,40,tornado2,/no-io,1377,0(0.00%),9,3,49,145,52902,176.9,54232,1.0,113.0,18.8,0.0,0.0,1559.2,29.1,24.9
highops_lowdelay_tinycpu,40,tornado3,/sequential-io,1323,0(0.00%),874,138,2565,143,53938,180.4,55305,1.0,111.2,16.3,0.0,0.0,1561.3,32.8,24.7
highops_lowdelay_tinycpu,40,tornado3,/no-io,1357,0(0.00%),9,2,59,143,53938,180.4,55305,1.0,111.2,16.3,0.0,0.0,1561.3,32.8,24.7
highops_lowdelay_tinycpu,40,tornado3,/parallel-io,1359,0(0.00%),123,40,375,143,53938,180.4,55305,1.0,111.2,16.3,0.0,0.0,1561.3,32.8,24.7
highops_lowdelay_tinycpu,80,asyncio,/sequential-io,1340,0(0.00%),942,132,1883,86,57106,191.0,58453,1.1,69.8,7.2,0.0,0.0,1590.2,49.4,40.8
highops_lowdelay_tinycpu,80,asyncio,/no-io,1356,0(0.00%),19,3,88,86,57106,191.0,58453,1.1,69.8,7.2,0.0,0.0,1590.2,49.4,40.8
highops_lowdelay_tinycpu,80,asyncio,/parallel-io,1383,0(0.00%),182,50,367,86,57106,191.0,58453,1.1,69.8,7.2,0.0,0.0,1590.2,49.4,40.8
highops_lowdelay_tinycpu,80,tornado2,/parallel-io,1350,0(0.00%),203,95,411,118,55497,185.6,56849,1.0,98.3,17.3,0.0,0.0,1560.6,30.5,26.4
highops_lowdelay_tinycpu,80,tornado2,/no-io,1358,0(0.00%),7,3,29,118,55497,185.6,56849,1.0,98.3,17.3,0.0,0.0,1560.6,30.5,26.4
highops_lowdelay_tinycpu,80,tornado2,/sequential-io,1371,0(0.00%),2775,577,4001,118,55497,185.6,56849,1.0,98.3,17.3,0.0,0.0,1560.6,30.5,26.4
highops_lowdelay_tinycpu,80,tornado3,/no-io,1301,0(0.00%),7,4,36,118,56769,189.9,58002,1.0,98.7,14.6,0.0,0.0,1562.5,34.3,25.9
highops_lowdelay_tinycpu,80,tornado3,/parallel-io,1331,0(0.00%),191,90,456,118,56769,189.9,58002,1.0,98.7,14.6,0.0,0.0,1562.5,34.3,25.9
highops_lowdelay_tinycpu,80,tornado3,/sequential-io,1447,0(0.00%),2655,722,3647,118,56769,189.9,58002,1.0,98.7,14.6,0.0,0.0,1562.5,34.3,25.9
highops_lowdelay_tinycpu,160,asyncio,/no-io,1304,0(0.00%),74,30,205,105,71565,239.3,73061,1.3,87.8,8.5,0.0,0.0,1599.5,61.1,52.4
highops_lowdelay_tinycpu,160,asyncio,/parallel-io,1370,0(0.00%),722,400,1073,105,71565,239.3,73061,1.3,87.8,8.5,0.0,0.0,1599.5,61.1,52.4
highops_lowdelay_tinycpu,160,asyncio,/sequential-io,1485,0(0.00%),4472,1314,5668,105,71565,239.3,73061,1.3,87.8,8.5,0.0,0.0,1599.5,61.1,52.4
highops_lowdelay_tinycpu,160,tornado2,/parallel-io,1333,0(0.00%),498,269,905,137,65114,217.8,66588,1.2,116.9,20.9,0.0,0.0,1566.1,36.3,32.2
highops_lowdelay_tinycpu,160,tornado2,/no-io,1386,0(0.00%),7,3,26,137,65114,217.8,66588,1.2,116.9,20.9,0.0,0.0,1566.1,36.3,32.2
highops_lowdelay_tinycpu,160,tornado2,/sequential-io,1440,0(0.00%),8537,2518,9745,137,65114,217.8,66588,1.2,116.9,20.9,0.0,0.0,1566.1,36.3,32.2
highops_lowdelay_tinycpu,160,tornado3,/no-io,1357,0(0.00%),7,4,27,136,66380,222.0,67865,1.2,117.2,17.4,0.0,0.0,1565.8,37.1,29.1
highops_lowdelay_tinycpu,160,tornado3,/parallel-io,1384,0(0.00%),488,274,736,136,66380,222.0,67865,1.2,117.2,17.4,0.0,0.0,1565.8,37.1,29.1
highops_lowdelay_tinycpu,160,tornado3,/sequential-io,1418,0(0.00%),8494,2627,9641,136,66380,222.0,67865,1.2,117.2,17.4,0.0,0.0,1565.8,37.1,29.1
hugetraffic,10,asyncio,/parallel-io,1306,0(0.00%),118,77,168,478,15693,809.3,17031,18.0,148.0,8.6,0.0,0.0,1579.8,39.6,30.5
hugetraffic,10,asyncio,/sequential-io,1349,0(0.00%),421,230,562,478,15693,809.3,17031,18.0,148.0,8.6,0.0,0.0,1579.8,39.6,30.5
hugetraffic,10,asyncio,/no-io,1354,0(0.00%),17,4,43,478,15693,809.3,17031,18.0,148.0,8.6,0.0,0.0,1579.8,39.6,30.5
hugetraffic,10,tornado2,/no-io,1335,0(0.00%),16,4,42,480,16080,829.4,17411,18.4,147.9,14.9,0.0,0.0,1556.3,28.5,24.0
hugetraffic,10,tornado2,/sequential-io,1336,0(0.00%),424,257,581,480,16080,829.4,17411,18.4,147.9,14.9,0.0,0.0,1556.3,28.5,24.0
hugetraffic,10,tornado2,/parallel-io,1338,0(0.00%),121,72,218,480,16080,829.4,17411,18.4,147.9,14.9,0.0,0.0,1556.3,28.5,24.0
hugetraffic,10,tornado3,/sequential-io,1329,0(0.00%),438,274,598,481,15990,824.7,17330,18.3,159.0,12.0,0.0,0.0,1559.2,33.1,24.5
hugetraffic,10,tornado3,/parallel-io,1339,0(0.00%),122,74,206,481,15990,824.7,17330,18.3,159.0,12.0,0.0,0.0,1559.2,33.1,24.5
hugetraffic,10,tornado3,/no-io,1341,0(0.00%),17,4,55,481,15990,824.7,17330,18.3,159.0,12.0,0.0,0.0,1559.2,33.1,24.5
hugetraffic,20,asyncio,/parallel-io,1254,0(0.00%),108,72,157,241,15927,821.4,17304,18.3,102.4,5.9,0.0,0.0,1580.9,42.5,33.5
hugetraffic,20,asyncio,/no-io,1373,0(0.00%),13,3,44,241,15927,821.4,17304,18.3,102.4,5.9,0.0,0.0,1580.9,42.5,33.5
hugetraffic,20,asyncio,/sequential-io,1392,0(0.00%),406,251,586,241,15927,821.4,17304,18.3,102.4,5.9,0.0,0.0,1580.9,42.5,33.5
hugetraffic,20,tornado2,/sequential-io,1289,0(0.00%),374,218,600,237,15743,812.0,17039,18.0,66.4,7.0,0.0,0.0,1556.1,28.4,23.7
hugetraffic,20,tornado2,/no-io,1330,0(0.00%),6,4,40,237,15743,812.0,17039,18.0,66.4,7.0,0.0,0.0,1556.1,28.4,23.7
hugetraffic,20,tornado2,/parallel-io,1400,0(0.00%),103,72,223,237,15743,812.0,17039,18.0,66.4,7.0,0.0,0.0,1556.1,28.4,23.7
hugetraffic,20,tornado3,/no-io,1299,0(0.00%),12,4,45,244,16141,832.4,17425,18.4,108.9,7.8,0.0,0.0,1559.5,33.4,24.8
hugetraffic,20,tornado3,/sequential-io,1350,0(0.00%),432,235,712,244,16141,832.4,17425,18.4,108.9,7.8,0.0,0.0,1559.5,33.4,24.8
hugetraffic,20,tornado3,/parallel-io,1370,0(0.00%),118,75,286,244,16141,832.4,17425,18.4,108.9,7.8,0.0,0.0,1559.5,33.4,24.8
hugetraffic,40,asyncio,/no-io,1308,0(0.00%),10,4,85,127,15857,817.8,17121,18.1,64.5,4.3,0.0,0.0,1584.9,44.3,35.3
hugetraffic,40,asyncio,/parallel-io,1356,0(0.00%),110,70,238,127,15857,817.8,17121,18.1,64.5,4.3,0.0,0.0,1584.9,44.3,35.3
hugetraffic,40,asyncio,/sequential-io,1375,0(0.00%),400,261,729,127,15857,817.8,17121,18.1,64.5,4.3,0.0,0.0,1584.9,44.3,35.3
hugetraffic,40,tornado2,/parallel-io,1308,0(0.00%),151,70,553,133,16101,830.4,17470,18.5,70.5,8.8,0.0,0.0,1557.5,27.5,23.1
hugetraffic,40,tornado2,/sequential-io,1365,0(0.00%),546,272,1257,133,16101,830.4,17470,18.5,70.5,8.8,0.0,0.0,1557.5,27.5,23.1
hugetraffic,40,tornado2,/no-io,1366,0(0.00%),10,4,100,133,16101,830.4,17470,18.5,70.5,8.8,0.0,0.0,1557.5,27.5,23.1
hugetraffic,40,tornado3,/parallel-io,1335,0(0.00%),177,71,598,138,15633,806.3,16952,17.9,77.8,6.5,0.0,0.0,1560.2,33.7,25.4
hugetraffic,40,tornado3,/no-io,1349,0(0.00%),12,4,109,138,15633,806.3,16952,17.9,77.8,6.5,0.0,0.0,1560.2,33.7,25.4
hugetraffic,40,tornado3,/sequential-io,1355,0(0.00%),659,273,1399,138,15633,806.3,16952,17.9,77.8,6.5,0.0,0.0,1560.2,33.7,25.4
hugetraffic,80,asyncio,/parallel-io,1326,0(0.00%),133,75,236,78,16341,842.8,17646,18.7,52.4,3.8,0.0,0.0,1591.7,52.9,44.2
hugetraffic,80,asyncio,/no-io,1361,0(0.00%),10,4,53,78,16341,842.8,17646,18.7,52.4,3.8,0.0,0.0,1591.7,52.9,44.2
hugetraffic,80,asyncio,/sequential-io,1392,0(0.00%),478,266,805,78,16341,842.8,17646,18.7,52.4,3.8,0.0,0.0,1591.7,52.9,44.2
hugetraffic,80,tornado2,/parallel-io,1320,0(0.00%),444,232,735,115,17121,883.0,18520,19.6,61.2,8.7,0.0,0.0,1559.6,29.9,25.3
hugetraffic,80,tornado2,/no-io,1354,0(0.00%),6,4,53,115,17121,883.0,18520,19.6,61.2,8.7,0.0,0.0,1559.6,29.9,25.3
hugetraffic,80,tornado2,/sequential-io,1405,0(0.00%),2320,948,3001,115,17121,883.0,18520,19.6,61.2,8.7,0.0,0.0,1559.6,29.9,25.3
hugetraffic,80,tornado3,/no-io,1324,0(0.00%),9,4,88,125,17234,888.8,18598,19.7,75.6,6.7,0.0,0.0,1561.7,33.4,24.9
hugetraffic,80,tornado3,/parallel-io,1338,0(0.00%),535,228,853,125,17234,888.8,18598,19.7,75.6,6.7,0.0,0.0,1561.7,33.4,24.9
hugetraffic,80,tornado3,/sequential-io,1417,0(0.00%),2811,1020,3807,125,17234,888.8,18598,19.7,75.6,6.7,0.0,0.0,1561.7,33.4,24.9
hugetraffic,160,asyncio,/no-io,1350,0(0.00%),68,14,221,83,23010,1186.7,24807,26.2,68.9,4.7,0.0,0.0,1613.7,74.8,66.5
hugetraffic,160,asyncio,/parallel-io,1352,0(0.00%),591,296,858,83,23010,1186.7,24807,26.2,68.9,4.7,0.0,0.0,1613.7,74.8,66.5
hugetraffic,160,asyncio,/sequential-io,1457,0(0.00%),2096,828,3165,83,23010,1186.7,24807,26.2,68.9,4.7,0.0,0.0,1613.7,74.8,66.5
hugetraffic,160,tornado2,/no-io,1297,0(0.00%),6,3,35,135,20660,1065.5,22116,23.4,72.4,10.7,0.0,0.0,1564.9,38.9,34.6
hugetraffic,160,tornado2,/parallel-io,1384,0(0.00%),1289,887,1793,135,20660,1065.5,22116,23.4,72.4,10.7,0.0,0.0,1564.9,38.9,34.6
hugetraffic,160,tornado2,/sequential-io,1478,0(0.00%),7256,3157,8901,135,20660,1065.5,22116,23.4,72.4,10.7,0.0,0.0,1564.9,38.9,34.6
hugetraffic,160,tornado3,/parallel-io,1342,0(0.00%),1452,1101,1910,143,20343,1049.1,21893,23.2,89.7,7.6,0.0,0.0,1565.0,38.1,30.1
hugetraffic,160,tornado3,/no-io,1363,0(0.00%),9,4,50,143,20343,1049.1,21893,23.2,89.7,7.6,0.0,0.0,1565.0,38.1,30.1
hugetraffic,160,tornado3,/sequential-io,1454,0(0.00%),8142,3196,9643,143,20343,1049.1,21893,23.2,89.7,7.6,0.0,0.0,1565.0,38.1,30.1
lowdelay_highcpu,10,asyncio,/no-io,1307,0(0.00%),36,9,152,453,16166,54.1,17465,166.9,254.9,4.5,0.0,0.0,1578.5,40.0,31.2
lowdelay_highcpu,10,asyncio,/sequential-io,1338,0(0.00%),205,101,551,453,16166,54.1,17465,166.9,254.9,4.5,0.0,0.0,1578.5,40.0,31.2
lowdelay_highcpu,10,asyncio,/parallel-io,1364,0(0.00%),127,73,317,453,16166,54.1,17465,166.9,254.9,4.5,0.0,0.0,1578.5,40.0,31.2
lowdelay_highcpu,10,tornado2,/no-io,1312,0(0.00%),28,6,103,443,16068,53.7,17374,166.0,206.2,9.0,0.0,0.0,1556.4,28.1,23.7
lowdelay_highcpu,10,tornado2,/parallel-io,1331,0(0.00%),96,53,259,443,16068,53.7,17374,166.0,206.2,9.0,0.0,0.0,1556.4,28.1,23.7
lowdelay_highcpu,10,tornado2,/sequential-io,1366,0(0.00%),160,79,390,443,16068,53.7,17374,166.0,206.2,9.0,0.0,0.0,1556.4,28.1,23.7
lowdelay_highcpu,10,tornado3,/no-io,1302,0(0.00%),33,8,107,452,16158,54.0,17456,166.8,252.0,6.1,0.0,0.0,1559.2,30.6,22.4
lowdelay_highcpu,10,tornado3,/sequential-io,1340,0(0.00%),214,103,603,452,16158,54.0,17456,166.8,252.0,6.1,0.0,0.0,1559.2,30.6,22.4
lowdelay_highcpu,10,tornado3,/parallel-io,1367,0(0.00%),122,68,319,452,16158,54.0,17456,166.8,252.0,6.1,0.0,0.0,1559.2,30.6,22.4
lowdelay_highcpu,20,asyncio,/parallel-io,1309,0(0.00%),165,70,428,243,15816,52.9,17183,164.2,213.2,3.1,0.0,0.0,1579.6,41.5,32.4
lowdelay_highcpu,20,asyncio,/sequential-io,1336,0(0.00%),368,107,1020,243,15816,52.9,17183,164.2,213.2,3.1,0.0,0.0,1579.6,41.5,32.4
lowdelay_highcpu,20,asyncio,/no-io,1374,0(0.00%),43,9,215,243,15816,52.9,17183,164.2,213.2,3.1,0.0,0.0,1579.6,41.5,32.4
lowdelay_highcpu,20,tornado2,/parallel-io,1297,0(0.00%),117,54,321,232,15936,53.3,17286,165.2,174.1,9.0,0.0,0.0,1556.5,26.6,22.1
lowdelay_highcpu,20,tornado2,/no-io,1355,0(0.00%),26,7,101,232,15936,53.3,17286,165.2,174.1,9.0,0.0,0.0,1556.5,26.6,22.1
lowdelay_highcpu,20,tornado2,/sequential-io,1367,0(0.00%),255,82,717,232,15936,53.3,17286,165.2,174.1,9.0,0.0,0.0,1556.5,26.6,22.1
lowdelay_highcpu,20,tornado3,/sequential-io,1320,0(0.00%),444,110,1206,248,15546,52.0,16858,161.1,211.1,4.5,0.0,0.0,1559.4,33.2,24.8
lowdelay_highcpu,20,tornado3,/no-io,1346,0(0.00%),37,9,120,248,15546,52.0,16858,161.1,211.1,4.5,0.0,0.0,1559.4,33.2,24.8
lowdelay_highcpu,20,tornado3,/parallel-io,1353,0(0.00%),179,72,482,248,15546,52.0,16858,161.1,211.1,4.5,0.0,0.0,1559.4,33.2,24.8
lowdelay_highcpu,40,asyncio,/parallel-io,1326,0(0.00%),867,339,1614,239,16065,53.7,17410,166.3,227.4,3.4,0.0,0.0,1587.4,49.0,40.3
lowdelay_highcpu,40,asyncio,/sequential-io,1353,0(0.00%),2847,1038,6012,239,16065,53.7,17410,166.3,227.4,3.4,0.0,0.0,1587.4,49.0,40.3
lowdelay_highcpu,40,asyncio,/no-io,1360,0(0.00%),161,14,578,239,16065,53.7,17410,166.3,227.4,3.4,0.0,0.0,1587.4,49.0,40.3
lowdelay_highcpu,40,tornado2,/sequential-io,1320,0(0.00%),2510,798,5097,214,16012,53.5,17371,166.0,201.6,6.7,0.0,0.0,1557.9,29.9,25.6
lowdelay_highcpu,40,tornado2,/parallel-io,1347,0(0.00%),601,157,1389,214,16012,53.5,17371,166.0,201.6,6.7,0.0,0.0,1557.9,29.9,25.6
lowdelay_highcpu,40,tornado2,/no-io,1372,0(0.00%),57,9,164,214,16012,53.5,17371,166.0,201.6,6.7,0.0,0.0,1557.9,29.9,25.6
lowdelay_highcpu,40,tornado3,/sequential-io,1332,0(0.00%),4427,1286,7921,292,16437,55.0,17758,169.7,280.1,5.2,0.0,0.0,1560.6,34.1,26.1
lowdelay_highcpu,40,tornado3,/no-io,1343,0(0.00%),80,12,291,292,16437,55.0,17758,169.7,280.1,5.2,0.0,0.0,1560.6,34.1,26.1
lowdelay_highcpu,40,tornado3,/parallel-io,1364,0(0.00%),969,324,1929,292,16437,55.0,17758,169.7,280.1,5.2,0.0,0.0,1560.6,34.1,26.1
lowdelay_highcpu,80,asyncio,/no-io,1317,0(0.00%),279,22,827,229,17304,57.9,18633,178.0,220.1,3.5,0.0,0.0,1594.0,55.4,46.9
lowdelay_highcpu,80,asyncio,/parallel-io,1342,0(0.00%),2005,1343,2563,229,17304,57.9,18633,178.0,220.1,3.5,0.0,0.0,1594.0,55.4,46.9
lowdelay_highcpu,80,asyncio,/sequential-io,1420,0(0.00%),6969,2879,10235,229,17304,57.9,18633,178.0,220.1,3.5,0.0,0.0,1594.0,55.4,46.9
lowdelay_highcpu,80,tornado2,/no-io,1340,0(0.00%),44,9,97,177,16864,56.4,18200,173.9,164.2,6.3,0.0,0.0,1559.8,29.9,25.6
lowdelay_highcpu,80,tornado2,/parallel-io,1342,0(0.00%),1020,645,1507,177,16864,56.4,18200,173.9,164.2,6.3,0.0,0.0,1559.8,29.9,25.6
lowdelay_highcpu,80,tornado2,/sequential-io,1397,0(0.00%),5334,1914,6434,177,16864,56.4,18200,173.9,164.2,6.3,0.0,0.0,1559.8,29.9,25.6
lowdelay_highcpu,80,tornado3,/no-io,1353,0(0.00%),55,10,127,231,17228,57.6,18616,177.9,224.2,5.3,0.0,0.0,1561.9,33.4,25.4
lowdelay_highcpu,80,tornado3,/parallel-io,1361,0(0.00%),1515,1083,2111,231,17228,57.6,18616,177.9,224.2,5.3,0.0,0.0,1561.9,33.4,25.4
lowdelay_highcpu,80,tornado3,/sequential-io,1365,0(0.00%),8111,2926,9531,231,17228,57.6,18616,177.9,224.2,5.3,0.0,0.0,1561.9,33.4,25.4
lowdelay_highcpu,160,asyncio,/no-io,1357,0(0.00%),520,176,1086,245,18672,62.4,20096,192.0,236.6,3.4,0.0,0.0,1599.7,61.0,52.6
lowdelay_highcpu,160,asyncio,/parallel-io,1372,0(0.00%),4525,3463,6425,245,18672,62.4,20096,192.0,236.6,3.4,0.0,0.0,1599.7,61.0,52.6
