scenario,clients,server,method,reqs,fails,avg_delay,min_delay,max_delay,duration,io_ops,io_duration,cpu_ops,cpu_duration,cpu_user,cpu_system,cpu_children_user,cpu_children_system,mem_virt,mem_res,mem_uni
lowdelay_highcpu,160,asyncio,/sequential-io,1430,0(0.00%),16355,6475,23323,245,18672,62.4,20096,192.0,236.6,3.4,0.0,0.0,1599.7,61.0,52.6
lowdelay_highcpu,160,tornado2,/parallel-io,1358,0(0.00%),2392,1793,3232,197,18922,63.3,20303,194.0,184.1,6.5,0.0,0.0,1565.5,37.9,34.0
lowdelay_highcpu,160,tornado2,/no-io,1359,0(0.00%),44,8,103,197,18922,63.3,20303,194.0,184.1,6.5,0.0,0.0,1565.5,37.9,34.0
lowdelay_highcpu,160,tornado2,/sequential-io,1442,0(0.00%),13306,4601,15002,197,18922,63.3,20303,194.0,184.1,6.5,0.0,0.0,1565.5,37.9,34.0
lowdelay_highcpu,160,tornado3,/no-io,1308,0(0.00%),58,11,141,259,19108,63.9,20567,196.5,253.9,5.7,0.0,0.0,1564.9,38.3,30.5
lowdelay_highcpu,160,tornado3,/parallel-io,1386,0(0.00%),3424,2624,4279,259,19108,63.9,20567,196.5,253.9,5.7,0.0,0.0,1564.9,38.3,30.5
lowdelay_highcpu,160,tornado3,/sequential-io,1465,0(0.00%),19122,6436,22162,259,19108,63.9,20567,196.5,253.9,5.7,0.0,0.0,1564.9,38.3,30.5
normal,10,asyncio,/no-io,1309,0(0.00%),16,4,49,479,15912,820.7,17199,18.2,147.4,8.6,0.0,0.0,1578.4,39.8,31.1
normal,10,asyncio,/sequential-io,1344,0(0.00%),418,205,552,479,15912,820.7,17199,18.2,147.4,8.6,0.0,0.0,1578.4,39.8,31.1
normal,10,asyncio,/parallel-io,1356,0(0.00%),118,71,162,479,15912,820.7,17199,18.2,147.4,8.6,0.0,0.0,1578.4,39.8,31.1
normal,10,tornado2,/no-io,1308,0(0.00%),15,3,43,480,16217,836.3,17525,18.5,149.4,14.5,0.0,0.0,1556.4,28.2,23.6
normal,10,tornado2,/parallel-io,1318,0(0.00%),121,73,192,480,16217,836.3,17525,18.5,149.4,14.5,0.0,0.0,1556.4,28.2,23.6
normal,10,tornado2,/sequential-io,1383,0(0.00%),422,246,586,480,16217,836.3,17525,18.5,149.4,14.5,0.0,0.0,1556.4,28.2,23.6
normal,10,tornado3,/no-io,1308,0(0.00%),16,4,38,480,16229,837.0,17539,18.6,159.5,12.6,0.0,0.0,1559.2,33.0,24.5
normal,10,tornado3,/sequential-io,1336,0(0.00%),435,229,599,480,16229,837.0,17539,18.6,159.5,12.6,0.0,0.0,1559.2,33.0,24.5
normal,10,tornado3,/parallel-io,1365,0(0.00%),120,76,222,480,16229,837.0,17539,18.6,159.5,12.6,0.0,0.0,1559.2,33.0,24.5
normal,20,asyncio,/no-io,1285,0(0.00%),10,3,44,239,15889,819.5,17129,18.1,89.2,5.0,0.0,0.0,1579.2,40.6,31.8
normal,20,asyncio,/sequential-io,1332,0(0.00%),390,215,583,239,15889,819.5,17129,18.1,89.2,5.0,0.0,0.0,1579.2,40.6,31.8
normal,20,asyncio,/parallel-io,1402,0(0.00%),105,72,169,239,15889,819.5,17129,18.1,89.2,5.0,0.0,0.0,1579.2,40.6,31.8
normal,20,tornado2,/no-io,1310,0(0.00%),5,3,17,238,15774,813.5,17049,18.0,60.7,5.9,0.0,0.0,1556.2,26.4,21.8
normal,20,tornado2,/sequential-io,1343,0(0.00%),369,202,568,238,15774,813.5,17049,18.0,60.7,5.9,0.0,0.0,1556.2,26.4,21.8
normal,20,tornado2,/parallel-io,1366,0(0.00%),100,73,214,238,15774,813.5,17049,18.0,60.7,5.9,0.0,0.0,1556.2,26.4,21.8
normal,20,tornado3,/sequential-io,1308,0(0.00%),395,217,842,239,16004,825.4,17390,18.4,80.0,5.8,0.0,0.0,1559.5,31.0,22.6
normal,20,tornado3,/parallel-io,1330,0(0.00%),110,71,344,239,16004,825.4,17390,18.4,80.0,5.8,0.0,0.0,1559.5,31.0,22.6
normal,20,tornado3,/no-io,1381,0(0.00%),8,3,105,239,16004,825.4,17390,18.4,80.0,5.8,0.0,0.0,1559.5,31.0,22.6
normal,40,asyncio,/parallel-io,1312,0(0.00%),107,71,294,126,15583,803.7,16918,17.9,61.3,4.1,0.0,0.0,1580.1,41.5,32.7
normal,40,asyncio,/sequential-io,1357,0(0.00%),390,242,759,126,15583,803.7,16918,17.9,61.3,4.1,0.0,0.0,1580.1,41.5,32.7
normal,40,asyncio,/no-io,1370,0(0.00%),8,3,120,126,15583,803.7,16918,17.9,61.3,4.1,0.0,0.0,1580.1,41.5,32.7
normal,40,tornado2,/no-io,1336,0(0.00%),8,3,96,132,16421,846.9,17755,18.8,68.3,9.0,0.0,0.0,1557.2,29.0,24.9
normal,40,tornado2,/parallel-io,1345,0(0.00%),143,74,385,132,16421,846.9,17755,18.8,68.3,9.0,0.0,0.0,1557.2,29.0,24.9
normal,40,tornado2,/sequential-io,1358,0(0.00%),538,261,1094,132,16421,846.9,17755,18.8,68.3,9.0,0.0,0.0,1557.2,29.0,24.9
normal,40,tornado3,/no-io,1315,0(0.00%),11,3,93,136,15884,819.2,17175,18.2,76.9,6.4,0.0,0.0,1560.1,33.8,25.3
normal,40,tornado3,/parallel-io,1336,0(0.00%),165,70,475,136,15884,819.2,17175,18.2,76.9,6.4,0.0,0.0,1560.1,33.8,25.3
normal,40,tornado3,/sequential-io,1388,0(0.00%),612,281,1561,136,15884,819.2,17175,18.2,76.9,6.4,0.0,0.0,1560.1,33.8,25.3
normal,80,asyncio,/sequential-io,1354,0(0.00%),469,228,876,78,16454,848.5,17780,18.8,52.7,3.6,0.0,0.0,1582.6,44.0,35.3
normal,80,asyncio,/no-io,1362,0(0.00%),10,3,48,78,16454,848.5,17780,18.8,52.7,3.6,0.0,0.0,1582.6,44.0,35.3
normal,80,asyncio,/parallel-io,1363,0(0.00%),129,71,255,78,16454,848.5,17780,18.8,52.7,3.6,0.0,0.0,1582.6,44.0,35.3
normal,80,tornado2,/parallel-io,1322,0(0.00%),442,180,842,113,17237,889.0,18679,19.8,60.7,8.7,0.0,0.0,1559.5,29.9,25.4
normal,80,tornado2,/sequential-io,1367,0(0.00%),2299,1015,3720,113,17237,889.0,18679,19.8,60.7,8.7,0.0,0.0,1559.5,29.9,25.4
normal,80,tornado2,/no-io,1390,0(0.00%),5,3,26,113,17237,889.0,18679,19.8,60.7,8.7,0.0,0.0,1559.5,29.9,25.4
normal,80,tornado3,/parallel-io,1337,0(0.00%),538,262,900,123,17154,884.7,18574,19.7,75.3,6.3,0.0,0.0,1561.9,35.4,27.0
normal,80,tornado3,/sequential-io,1365,0(0.00%),2812,1051,3965,123,17154,884.7,18574,19.7,75.3,6.3,0.0,0.0,1561.9,35.4,27.0
normal,80,tornado3,/no-io,1377,0(0.00%),9,3,44,123,17154,884.7,18574,19.7,75.3,6.3,0.0,0.0,1561.9,35.4,27.0
normal,160,asyncio,/no-io,1368,0(0.00%),71,12,239,83,23002,1186.3,24823,26.3,69.7,4.1,0.0,0.0,1598.2,59.4,51.0
normal,160,asyncio,/parallel-io,1393,0(0.00%),606,295,948,83,23002,1186.3,24823,26.3,69.7,4.1,0.0,0.0,1598.2,59.4,51.0
normal,160,asyncio,/sequential-io,1398,0(0.00%),2140,659,3200,83,23002,1186.3,24823,26.3,69.7,4.1,0.0,0.0,1598.2,59.4,51.0
normal,160,tornado2,/no-io,1320,0(0.00%),5,3,37,134,20631,1064.0,22128,23.4,72.3,10.8,0.0,0.0,1564.7,34.7,30.3
normal,160,tornado2,/parallel-io,1376,0(0.00%),1285,918,1652,134,20631,1064.0,22128,23.4,72.3,10.8,0.0,0.0,1564.7,34.7,30.3
normal,160,tornado2,/sequential-io,1463,0(0.00%),7258,2775,8626,134,20631,1064.0,22128,23.4,72.3,10.8,0.0,0.0,1564.7,34.7,30.3
normal,160,tornado3,/no-io,1345,0(0.00%),9,3,55,143,20350,1049.5,21862,23.1,88.9,7.7,0.0,0.0,1564.7,38.5,30.0
normal,160,tornado3,/parallel-io,1392,0(0.00%),1481,995,1922,143,20350,1049.5,21862,23.1,88.9,7.7,0.0,0.0,1564.7,38.5,30.0
normal,160,tornado3,/sequential-io,1422,0(0.00%),8324,3329,9589,143,20350,1049.5,21862,23.1,88.9,7.7,0.0,0.0,1564.7,38.5,30.0
tinycpu,10,asyncio,/parallel-io,1316,0(0.00%),118,76,163,472,15795,814.6,17157,0.3,103.2,11.7,0.0,0.0,1578.5,37.9,29.0
tinycpu,10,asyncio,/sequential-io,1325,0(0.00%),391,235,553,472,15795,814.6,17157,0.3,103.2,11.7,0.0,0.0,1578.5,37.9,29.0
tinycpu,10,asyncio,/no-io,1368,0(0.00%),11,3,32,472,15795,814.6,17157,0.3,103.2,11.7,0.0,0.0,1578.5,37.9,29.0
tinycpu,10,tornado2,/parallel-io,1324,0(0.00%),121,72,195,475,15883,819.1,17196,0.3,120.6,16.6,0.0,0.0,1556.4,26.6,21.7
tinycpu,10,tornado2,/no-io,1334,0(0.00%),12,3,37,475,15883,819.1,17196,0.3,120.6,16.6,0.0,0.0,1556.4,26.6,21.7
tinycpu,10,tornado2,/sequential-io,1351,0(0.00%),405,250,567,475,15883,819.1,17196,0.3,120.6,16.6,0.0,0.0,1556.4,26.6,21.7
tinycpu,10,tornado3,/no-io,1303,0(0.00%),12,3,33,478,15959,823.1,17247,0.3,121.5,15.5,0.0,0.0,1559.1,30.8,22.4
tinycpu,10,tornado3,/parallel-io,1353,0(0.00%),121,76,192,478,15959,823.1,17247,0.3,121.5,15.5,0.0,0.0,1559.1,30.8,22.4
tinycpu,10,tornado3,/sequential-io,1353,0(0.00%),408,235,561,478,15959,823.1,17247,0.3,121.5,15.5,0.0,0.0,1559.1,30.8,22.4
tinycpu,20,asyncio,/sequential-io,1312,0(0.00%),337,194,464,234,15880,818.9,17218,0.3,32.7,3.3,0.0,0.0,1578.7,38.2,29.5
tinycpu,20,asyncio,/no-io,1344,0(0.00%),3,3,16,234,15880,818.9,17218,0.3,32.7,3.3,0.0,0.0,1578.7,38.2,29.5
tinycpu,20,asyncio,/parallel-io,1363,0(0.00%),89,70,113,234,15880,818.9,17218,0.3,32.7,3.3,0.0,0.0,1578.7,38.2,29.5
tinycpu,20,tornado2,/no-io,1302,0(0.00%),4,2,15,236,16016,826.0,17273,0.3,40.9,5.4,0.0,0.0,1556.6,28.8,24.2
tinycpu,20,tornado2,/parallel-io,1333,0(0.00%),94,68,206,236,16016,826.0,17273,0.3,40.9,5.4,0.0,0.0,1556.6,28.8,24.2
tinycpu,20,tornado2,/sequential-io,1384,0(0.00%),352,208,554,236,16016,826.0,17273,0.3,40.9,5.4,0.0,0.0,1556.6,28.8,24.2
tinycpu,20,tornado3,/no-io,1321,0(0.00%),6,3,31,237,15804,815.0,17080,0.3,53.7,6.2,0.0,0.0,1559.5,33.2,24.7
tinycpu,20,tornado3,/parallel-io,1329,0(0.00%),101,71,212,237,15804,815.0,17080,0.3,53.7,6.2,0.0,0.0,1559.5,33.2,24.7
tinycpu,20,tornado3,/sequential-io,1369,0(0.00%),368,203,589,237,15804,815.0,17080,0.3,53.7,6.2,0.0,0.0,1559.5,33.2,24.7
tinycpu,40,asyncio,/parallel-io,1324,0(0.00%),110,71,299,127,15534,801.2,16893,0.3,54.0,6.7,0.0,0.0,1579.9,35.4,26.6
tinycpu,40,asyncio,/sequential-io,1334,0(0.00%),384,231,615,127,15534,801.2,16893,0.3,54.0,6.7,0.0,0.0,1579.9,35.4,26.6
tinycpu,40,asyncio,/no-io,1381,0(0.00%),9,3,58,127,15534,801.2,16893,0.3,54.0,6.7,0.0,0.0,1579.9,35.4,26.6
tinycpu,40,tornado2,/no-io,1326,0(0.00%),7,2,42,130,16789,865.8,18146,0.3,56.2,9.0,0.0,0.0,1557.2,23.1,18.8
tinycpu,40,tornado2,/sequential-io,1338,0(0.00%),475,276,912,130,16789,865.8,18146,0.3,56.2,9.0,0.0,0.0,1557.2,23.1,18.8
tinycpu,40,tornado2,/parallel-io,1375,0(0.00%),129,71,329,130,16789,865.8,18146,0.3,56.2,9.0,0.0,0.0,1557.2,23.1,18.8
tinycpu,40,tornado3,/sequential-io,1302,0(0.00%),530,247,1158,132,16198,835.4,17569,0.3,65.1,9.6,0.0,0.0,1560.2,27.7,19.5
tinycpu,40,tornado3,/parallel-io,1357,0(0.00%),144,72,378,132,16198,835.4,17569,0.3,65.1,9.6,0.0,0.0,1560.2,27.7,19.5
tinycpu,40,tornado3,/no-io,1380,0(0.00%),9,3,55,132,16198,835.4,17569,0.3,65.1,9.6,0.0,0.0,1560.2,27.7,19.5
tinycpu,80,asyncio,/parallel-io,1324,0(0.00%),108,70,264,76,16554,853.7,17975,0.3,38.4,4.7,0.0,0.0,1582.4,44.0,35.1
tinycpu,80,asyncio,/sequential-io,1333,0(0.00%),390,207,682,76,16554,853.7,17975,0.3,38.4,4.7,0.0,0.0,1582.4,44.0,35.1
tinycpu,80,asyncio,/no-io,1422,0(0.00%),8,3,101,76,16554,853.7,17975,0.3,38.4,4.7,0.0,0.0,1582.4,44.0,35.1
tinycpu,80,tornado2,/parallel-io,1321,0(0.00%),408,196,746,111,17820,919.0,19287,0.3,50.1,8.0,0.0,0.0,1559.4,29.8,25.3
tinycpu,80,tornado2,/no-io,1354,0(0.00%),5,3,49,111,17820,919.0,19287,0.3,50.1,8.0,0.0,0.0,1559.4,29.8,25.3
tinycpu,80,tornado2,/sequential-io,1404,0(0.00%),2135,1253,3002,111,17820,919.0,19287,0.3,50.1,8.0,0.0,0.0,1559.4,29.8,25.3
tinycpu,80,tornado3,/sequential-io,1340,0(0.00%),2795,1591,4021,123,17242,889.3,18671,0.3,69.2,9.4,0.0,0.0,1561.9,35.4,27.1
tinycpu,80,tornado3,/parallel-io,1342,0(0.00%),539,252,935,123,17242,889.3,18671,0.3,69.2,9.4,0.0,0.0,1561.9,35.4,27.1
tinycpu,80,tornado3,/no-io,1397,0(0.00%),11,3,69,123,17242,889.3,18671,0.3,69.2,9.4,0.0,0.0,1561.9,35.4,27.1
tinycpu,160,asyncio,/sequential-io,1369,0(0.00%),519,248,1006,65,22869,1179.5,24737,0.4,42.5,5.3,0.0,0.0,1589.0,47.8,39.7
tinycpu,160,asyncio,/parallel-io,1389,0(0.00%),145,73,336,65,22869,1179.5,24737,0.4,42.5,5.3,0.0,0.0,1589.0,47.8,39.7
tinycpu,160,asyncio,/no-io,1401,0(0.00%),12,3,71,65,22869,1179.5,24737,0.4,42.5,5.3,0.0,0.0,1589.0,47.8,39.7
tinycpu,160,tornado2,/parallel-io,1348,0(0.00%),1202,868,1495,128,19843,1023.4,21362,0.4,54.5,8.5,0.0,0.0,1564.4,36.5,32.1
tinycpu,160,tornado2,/no-io,1365,0(0.00%),5,3,50,128,19843,1023.4,21362,0.4,54.5,8.5,0.0,0.0,1564.4,36.5,32.1
tinycpu,160,tornado2,/sequential-io,1446,0(0.00%),6780,2291,7896,128,19843,1023.4,21362,0.4,54.5,8.5,0.0,0.0,1564.4,36.5,32.1
tinycpu,160,tornado3,/parallel-io,1303,0(0.00%),1442,874,2057,140,20322,1048.1,22059,0.4,80.4,10.9,0.0,0.0,1565.0,38.5,30.1
tinycpu,160,tornado3,/no-io,1421,0(0.00%),10,3,83,140,20322,1048.1,22059,0.4,80.4,10.9,0.0,0.0,1565.0,38.5,30.1
tinycpu,160,tornado3,/sequential-io,1435,0(0.00%),7991,2675,9331,140,20322,1048.1,22059,0.4,80.4,10.9,0.0,0.0,1565.0,38.5,30.1
tinydelay,10,asyncio,/sequential-io,1302,0(0.00%),68,32,138,423,15954,18.4,17290,18.3,105.1,7.2,0.0,0.0,1578.5,38.3,29.1
tinydelay,10,asyncio,/no-io,1337,0(0.00%),15,3,48,423,15954,18.4,17290,18.3,105.1,7.2,0.0,0.0,1578.5,38.3,29.1
tinydelay,10,asyncio,/parallel-io,1370,0(0.00%),50,18,105,423,15954,18.4,17290,18.3,105.1,7.2,0.0,0.0,1578.5,38.3,29.1
tinydelay,10,tornado2,/parallel-io,1304,0(0.00%),49,16,91,422,15835,18.2,17191,18.2,101.8,11.2,0.0,0.0,1556.0,28.6,24.2
tinydelay,10,tornado2,/sequential-io,1348,0(0.00%),65,29,135,422,15835,18.2,17191,18.2,101.8,11.2,0.0,0.0,1556.0,28.6,24.2
tinydelay,10,tornado2,/no-io,1357,0(0.00%),14,3,50,422,15835,18.2,17191,18.2,101.8,11.2,0.0,0.0,1556.0,28.6,24.2
tinydelay,10,tornado3,/sequential-io,1265,0(0.00%),70,33,141,422,15804,18.2,17162,18.2,106.3,9.2,0.0,0.0,1559.1,33.0,24.4
tinydelay,10,tornado3,/no-io,1364,0(0.00%),15,4,40,422,15804,18.2,17162,18.2,106.3,9.2,0.0,0.0,1559.1,33.0,24.4
tinydelay,10,tornado3,/parallel-io,1380,0(0.00%),51,18,119,422,15804,18.2,17162,18.2,106.3,9.2,0.0,0.0,1559.1,33.0,24.4
tinydelay,20,asyncio,/sequential-io,1326,0(0.00%),66,32,179,213,15950,18.4,17269,18.3,81.4,5.3,0.0,0.0,1578.9,40.4,31.5
tinydelay,20,asyncio,/no-io,1338,0(0.00%),13,3,40,213,15950,18.4,17269,18.3,81.4,5.3,0.0,0.0,1578.9,40.4,31.5
tinydelay,20,asyncio,/parallel-io,1355,0(0.00%),45,18,109,213,15950,18.4,17269,18.3,81.4,5.3,0.0,0.0,1578.9,40.4,31.5
tinydelay,20,tornado2,/no-io,1323,0(0.00%),12,3,44,212,16032,18.5,17352,18.4,79.5,9.3,0.0,0.0,1556.8,28.7,24.2
tinydelay,20,tornado2,/parallel-io,1341,0(0.00%),43,17,106,212,16032,18.5,17352,18.4,79.5,9.3,0.0,0.0,1556.8,28.7,24.2
tinydelay,20,tornado2,/sequential-io,1355,0(0.00%),64,28,182,212,16032,18.5,17352,18.4,79.5,9.3,0.0,0.0,1556.8,28.7,24.2
tinydelay,20,tornado3,/sequential-io,1300,0(0.00%),70,33,161,214,15606,18.0,16975,18.0,83.9,6.8,0.0,0.0,1559.5,32.9,24.6
tinydelay,20,tornado3,/parallel-io,1333,0(0.00%),46,19,116,214,15606,18.0,16975,18.0,83.9,6.8,0.0,0.0,1559.5,32.9,24.6
tinydelay,20,tornado3,/no-io,1386,0(0.00%),13,3,46,214,15606,18.0,16975,18.0,83.9,6.8,0.0,0.0,1559.5,32.9,24.6
tinydelay,40,asyncio,/sequential-io,1319,0(0.00%),70,32,204,114,16170,18.6,17520,18.5,61.4,4.2,0.0,0.0,1579.9,35.7,26.6
tinydelay,40,asyncio,/no-io,1349,0(0.00%),10,3,44,114,16170,18.6,17520,18.5,61.4,4.2,0.0,0.0,1579.9,35.7,26.6
tinydelay,40,asyncio,/parallel-io,1371,0(0.00%),40,18,115,114,16170,18.6,17520,18.5,61.4,4.2,0.0,0.0,1579.9,35.7,26.6
tinydelay,40,tornado2,/no-io,1298,0(0.00%),9,3,73,114,16413,18.9,17709,18.7,60.4,7.2,0.0,0.0,1556.9,23.2,18.6
tinydelay,40,tornado2,/parallel-io,1356,0(0.00%),41,17,152,114,16413,18.9,17709,18.7,60.4,7.2,0.0,0.0,1556.9,23.2,18.6
tinydelay,40,tornado2,/sequential-io,1385,0(0.00%),71,29,243,114,16413,18.9,17709,18.7,60.4,7.2,0.0,0.0,1556.9,23.2,18.6
tinydelay,40,tornado3,/sequential-io,1334,0(0.00%),81,33,291,115,15936,18.4,17288,18.3,64.3,5.6,0.0,0.0,1559.8,27.5,19.1
tinydelay,40,tornado3,/parallel-io,1339,0(0.00%),43,19,121,115,15936,18.4,17288,18.3,64.3,5.6,0.0,0.0,1559.8,27.5,19.1
tinydelay,40,tornado3,/no-io,1366,0(0.00%),10,3,50,115,15936,18.4,17288,18.3,64.3,5.6,0.0,0.0,1559.8,27.5,19.1
tinydelay,80,asyncio,/parallel-io,1330,0(0.00%),63,19,267,71,18258,21.0,19785,20.9,55.9,3.7,0.0,0.0,1583.2,44.8,36.0
tinydelay,80,asyncio,/no-io,1346,0(0.00%),11,3,57,71,18258,21.0,19785,20.9,55.9,3.7,0.0,0.0,1583.2,44.8,36.0
tinydelay,80,asyncio,/sequential-io,1403,0(0.00%),154,32,594,71,18258,21.0,19785,20.9,55.9,3.7,0.0,0.0,1583.2,44.8,36.0
tinydelay,80,tornado2,/no-io,1330,0(0.00%),10,3,35,71,18182,20.9,19658,20.8,55.4,7.4,0.0,0.0,1558.2,30.5,26.0
tinydelay,80,tornado2,/parallel-io,1361,0(0.00%),64,17,191,71,18182,20.9,19658,20.8,55.4,7.4,0.0,0.0,1558.2,30.5,26.0
tinydelay,80,tornado2,/sequential-io,1388,0(0.00%),186,30,639,71,18182,20.9,19658,20.8,55.4,7.4,0.0,0.0,1558.2,30.5,26.0
tinydelay,80,tornado3,/no-io,1331,0(0.00%),12,4,39,73,17782,20.5,19215,20.3,59.3,4.9,0.0,0.0,1561.0,32.5,24.2
tinydelay,80,tornado3,/sequential-io,1372,0(0.00%),255,35,857,73,17782,20.5,19215,20.3,59.3,4.9,0.0,0.0,1561.0,32.5,24.2
tinydelay,80,tornado3,/parallel-io,1376,0(0.00%),83,20,235,73,17782,20.5,19215,20.3,59.3,4.9,0.0,0.0,1561.0,32.5,24.2
tinydelay,160,asyncio,/parallel-io,1358,0(0.00%),590,397,817,82,23405,27.0,25256,26.7,69.9,4.0,0.0,0.0,1597.2,56.4,48.0
tinydelay,160,asyncio,/no-io,1379,0(0.00%),69,29,182,82,23405,27.0,25256,26.7,69.9,4.0,0.0,0.0,1597.2,56.4,48.0
tinydelay,160,asyncio,/sequential-io,1422,0(0.00%),2102,700,3056,82,23405,27.0,25256,26.7,69.9,4.0,0.0,0.0,1597.2,56.4,48.0
tinydelay,160,tornado2,/parallel-io,1360,0(0.00%),447,319,628,83,22814,26.3,24610,26.0,69.3,8.4,0.0,0.0,1562.9,35.0,30.9
tinydelay,160,tornado2,/no-io,1383,0(0.00%),13,5,34,83,22814,26.3,24610,26.0,69.3,8.4,0.0,0.0,1562.9,35.0,30.9
tinydelay,160,tornado2,/sequential-io,1416,0(0.00%),2428,844,2859,83,22814,26.3,24610,26.0,69.3,8.4,0.0,0.0,1562.9,35.0,30.9
tinydelay,160,tornado3,/parallel-io,1330,0(0.00%),509,316,686,88,21345,24.6,23019,24.4,69.5,5.8,0.0,0.0,1564.0,31.3,23.3
tinydelay,160,tornado3,/no-io,1382,0(0.00%),15,6,36,88,21345,24.6,23019,24.4,69.5,5.8,0.0,0.0,1564.0,31.3,23.3
tinydelay,160,tornado3,/sequential-io,1447,0(0.00%),2758,997,3316,88,21345,24.6,23019,24.4,69.5,5.8,0.0,0.0,1564.0,31.3,23.3
